Sales Person,Country,Product,Date,Amount,Boxes Shipped,Payment Type,Time of Day,Unnamed: 8
Barr Faughny,Australia,Drinking Coco,05-12-2025,6561.65,399,Cash,Morning,Victoria
Kaine Padly,UK,70% Dark Bites,17-12-2025,5701.67,395,UPI,Afternoon,Scotland
Marney O'Breen,Australia,99% Dark & Pure,09-10-2025,9407.32,192,Card,Afternoon,New South Wales
Rafaelita Blaksland,UK,Raspberry Choco,28-06-2025,7813.07,94,Card,Morning,Wales
Camilla Castle,India,Raspberry Choco,11-04-2025,4262.76,142,UPI,Morning,Tamil Nadu
Wilone O'Kielt,UK,Almond Choco,10-11-2025,6251.46,298,Card,Afternoon,Wales
Camilla Castle,India,Eclairs,16-12-2025,6920.72,208,UPI,Evening,Maharashtra
Marney O'Breen,Australia,Spicy Special Slims,27-11-2025,4407.7,217,Cash,Evening,Victoria
Roddy Speechley,India,Mint Chip Choco,02-01-2025,2110.15,217,Cash,Evening,Karnataka
Kelci Walkden,Australia,Drinking Coco,09-12-2025,13473.71,110,Card,Morning,New South Wales
Kelci Walkden,UK,White Choc,23-06-2025,6158.04,102,Card,Evening,England
Rafaelita Blaksland,India,Fruit & Nut Bars,27-04-2025,9117.48,88,Cash,Evening,Tamil Nadu
Gigi Bohling,UK,Raspberry Choco,20-07-2025,12341.55,158,Cash,Morning,Wales
Gunar Cockshoot,Australia,White Choc,04-09-2025,13468.97,214,Cash,Morning,Victoria
Brien Boise,India,Organic Choco Syrup,18-03-2025,12962.92,131,UPI,Afternoon,Tamil Nadu
Brien Boise,India,Almond Choco,05-03-2025,6179.26,153,Card,Morning,Karnataka
Mallorie Waber,India,70% Dark Bites,04-11-2025,10298.51,385,UPI,Morning,Tamil Nadu
Gigi Bohling,India,Choco Coated Almonds,12-10-2025,6788.35,189,Cash,Morning,Tamil Nadu
Kaine Padly,India,Organic Choco Syrup,11-11-2025,14886.2,361,Card,Morning,Tamil Nadu
Barr Faughny,UK,Manuka Honey Choco,12-04-2025,2680.93,388,Card,Afternoon,Scotland
Kaine Padly,Australia,Smooth Sliky Salty,12-04-2025,13640.92,246,Card,Morning,Victoria
Gigi Bohling,India,Raspberry Choco,27-10-2025,2931.44,381,UPI,Evening,Maharashtra
Karlen McCaffrey,India,85% Dark Bars,02-01-2025,3053.21,316,UPI,Morning,Maharashtra
Mallorie Waber,UK,Mint Chip Choco,03-11-2025,4164.47,228,UPI,Morning,Scotland
Rafaelita Blaksland,Australia,Fruit & Nut Bars,05-09-2025,11355.66,374,Cash,Evening,New South Wales
Van Tuxwell,UK,Fruit & Nut Bars,02-04-2025,2596.1,211,Cash,Morning,Scotland
Beverie Moffet,India,Smooth Sliky Salty,09-11-2025,4278.44,174,UPI,Afternoon,Karnataka
Dennison Crosswaite,UK,Organic Choco Syrup,29-10-2025,9667.33,354,Card,Morning,Wales
Madelene Upcott,Australia,99% Dark & Pure,01-08-2025,5208.88,160,Cash,Evening,Queensland
Van Tuxwell,Australia,Caramel Stuffed Bars,04-05-2025,2394.01,297,Card,Evening,Victoria
Mallorie Waber,Australia,Caramel Stuffed Bars,04-11-2025,4816.5,375,Card,Morning,New South Wales
Wilone O'Kielt,India,Eclairs,15-12-2025,12238.21,361,Cash,Afternoon,Karnataka
Wilone O'Kielt,UK,Mint Chip Choco,15-11-2025,1487.43,308,Card,Afternoon,Scotland
Brien Boise,India,50% Dark Bites,06-02-2025,4016.03,161,Cash,Afternoon,Karnataka
Andria Kimpton,Australia,Raspberry Choco,17-02-2025,9830.55,348,UPI,Evening,Victoria
Gigi Bohling,UK,Almond Choco,01-09-2025,7461.06,388,Cash,Morning,England
Gunar Cockshoot,UK,50% Dark Bites,20-11-2025,6212.9,124,UPI,Morning,Wales
Kaine Padly,Australia,Almond Choco,08-07-2025,12179.36,321,Card,Afternoon,New South Wales
Kelci Walkden,UK,Organic Choco Syrup,19-10-2025,2602.73,239,Cash,Evening,England
Dotty Strutley,UK,99% Dark & Pure,27-01-2025,3280.93,362,Cash,Morning,England
Mallorie Waber,India,White Choc,12-05-2025,7510.75,70,UPI,Evening,Karnataka
Dotty Strutley,Australia,Baker's Choco Chips,14-11-2025,3355.87,326,Card,Evening,Victoria
Marney O'Breen,India,Mint Chip Choco,22-11-2025,11859.82,156,Card,Evening,Maharashtra
Gunar Cockshoot,UK,70% Dark Bites,24-04-2025,1872.96,50,UPI,Morning,Wales
Mallorie Waber,Australia,Drinking Coco,22-10-2025,8114.1,241,UPI,Morning,Victoria
Ches Bonnell,India,Baker's Choco Chips,29-10-2025,12963.31,248,UPI,Morning,Karnataka
Gigi Bohling,Australia,Peanut Butter Cubes,06-04-2025,11121.93,387,UPI,Morning,Queensland
Van Tuxwell,Australia,Organic Choco Syrup,23-01-2025,8344.53,93,Cash,Afternoon,New South Wales
Karlen McCaffrey,Australia,Manuka Honey Choco,17-05-2025,1127.88,121,Card,Morning,Victoria
Barr Faughny,India,Drinking Coco,18-07-2025,8075.19,169,Cash,Afternoon,Maharashtra
Jan Morforth,UK,50% Dark Bites,14-10-2025,13364.97,350,Card,Afternoon,Scotland
Madelene Upcott,UK,Smooth Sliky Salty,12-01-2025,9616.55,348,UPI,Morning,England
Rafaelita Blaksland,UK,Drinking Coco,19-08-2025,11417.65,135,UPI,Morning,England
Madelene Upcott,UK,Smooth Sliky Salty,16-08-2025,5391.6,57,Card,Morning,England
Dennison Crosswaite,UK,After Nines,23-01-2025,13344.83,394,Card,Morning,England
Karlen McCaffrey,Australia,Organic Choco Syrup,23-01-2025,12401.6,91,Card,Afternoon,Victoria
Andria Kimpton,India,Manuka Honey Choco,24-09-2025,8282.45,61,UPI,Evening,Maharashtra
Jan Morforth,UK,Manuka Honey Choco,16-09-2025,2037.95,316,Card,Afternoon,England
Gunar Cockshoot,UK,Choco Coated Almonds,13-11-2025,6722.54,370,UPI,Afternoon,England
Camilla Castle,Australia,Drinking Coco,29-10-2025,2460.8,157,Card,Morning,Queensland
Gunar Cockshoot,UK,Almond Choco,30-04-2025,13135.02,211,UPI,Afternoon,Scotland
Rafaelita Blaksland,India,Mint Chip Choco,22-01-2025,9298.18,192,Card,Evening,Tamil Nadu
Andria Kimpton,India,Almond Choco,27-12-2025,5076.34,145,Card,Afternoon,Karnataka
Van Tuxwell,India,Raspberry Choco,24-03-2025,9777.92,54,UPI,Afternoon,Karnataka
Roddy Speechley,Australia,After Nines,14-12-2025,13833.58,54,Card,Morning,Victoria
Beverie Moffet,India,Milk Bars,31-07-2025,13705.45,368,Card,Afternoon,Tamil Nadu
Gigi Bohling,Australia,Organic Choco Syrup,28-01-2025,2300.96,328,Card,Afternoon,Victoria
Rafaelita Blaksland,UK,Choco Coated Almonds,12-01-2025,7843.55,222,UPI,Morning,Wales
Rafaelita Blaksland,UK,Raspberry Choco,12-01-2025,9062.26,88,Cash,Afternoon,England
Husein Augar,Australia,Eclairs,29-12-2025,12415.53,238,Cash,Afternoon,New South Wales
Brien Boise,Australia,Raspberry Choco,16-10-2025,14572.87,388,Card,Afternoon,New South Wales
Wilone O'Kielt,India,Almond Choco,26-05-2025,7299.74,50,Card,Morning,Karnataka
Curtice Advani,UK,Spicy Special Slims,04-09-2025,9597.53,286,Card,Evening,England
Gigi Bohling,Australia,Caramel Stuffed Bars,21-08-2025,6483.61,179,Card,Morning,Queensland
Beverie Moffet,UK,Spicy Special Slims,01-05-2025,1392.24,95,Card,Afternoon,Wales
Barr Faughny,Australia,After Nines,08-03-2025,9139.35,117,UPI,Evening,New South Wales
Madelene Upcott,UK,Smooth Sliky Salty,03-11-2025,5728.71,147,Card,Afternoon,Scotland
Dennison Crosswaite,India,Manuka Honey Choco,10-04-2025,5872.51,247,UPI,Morning,Maharashtra
Gunar Cockshoot,India,Caramel Stuffed Bars,28-02-2025,4089.24,304,Card,Afternoon,Tamil Nadu
Madelene Upcott,Australia,Baker's Choco Chips,09-08-2025,13634.03,397,Cash,Evening,Queensland
Kelci Walkden,India,Orange Choco,27-12-2025,2558.81,107,UPI,Afternoon,Tamil Nadu
Camilla Castle,UK,White Choc,31-07-2025,10724.26,394,Cash,Evening,Wales
Ches Bonnell,Australia,Peanut Butter Cubes,01-03-2025,6065.73,64,Cash,Evening,New South Wales
Kelci Walkden,Australia,70% Dark Bites,09-09-2025,14791.86,209,Cash,Morning,New South Wales
Gigi Bohling,UK,Choco Coated Almonds,24-10-2025,10736.8,123,UPI,Evening,Scotland
Wilone O'Kielt,Australia,After Nines,16-08-2025,10065.14,317,UPI,Afternoon,Queensland
Roddy Speechley,UK,Baker's Choco Chips,21-11-2025,2962.0,313,Cash,Evening,Wales
Wilone O'Kielt,UK,Baker's Choco Chips,05-05-2025,14305.34,385,Cash,Morning,Wales
Van Tuxwell,Australia,Organic Choco Syrup,31-08-2025,11393.54,284,Card,Afternoon,New South Wales
Barr Faughny,UK,Caramel Stuffed Bars,27-02-2025,3488.38,277,Cash,Evening,Wales
Ches Bonnell,India,Drinking Coco,15-03-2025,11149.48,327,Cash,Evening,Tamil Nadu
Dotty Strutley,Australia,Almond Choco,29-03-2025,8295.18,257,UPI,Evening,Queensland
Dotty Strutley,Australia,Eclairs,11-11-2025,8677.96,148,Cash,Afternoon,Victoria
Kaine Padly,India,50% Dark Bites,20-12-2025,6493.17,253,UPI,Evening,Maharashtra
Madelene Upcott,Australia,Peanut Butter Cubes,06-04-2025,13503.67,369,UPI,Morning,Victoria
Madelene Upcott,India,After Nines,10-01-2025,7946.7,296,Card,Afternoon,Karnataka
Andria Kimpton,Australia,Mint Chip Choco,12-10-2025,6780.21,155,UPI,Morning,Queensland
Jehu Rudeforth,UK,70% Dark Bites,29-05-2025,11741.51,205,UPI,Afternoon,England
Camilla Castle,UK,Eclairs,29-08-2025,2916.01,247,UPI,Evening,Scotland
Ches Bonnell,India,Smooth Sliky Salty,29-09-2025,3385.7,208,Card,Afternoon,Karnataka
Kaine Padly,Australia,Eclairs,24-02-2025,3886.49,78,UPI,Afternoon,New South Wales
Gigi Bohling,Australia,50% Dark Bites,20-09-2025,3420.61,360,Card,Evening,Queensland
Oby Sorrel,India,Raspberry Choco,14-05-2025,6288.35,98,Card,Morning,Maharashtra
Kaine Padly,UK,Organic Choco Syrup,22-11-2025,6926.78,198,UPI,Afternoon,Wales
Van Tuxwell,India,Manuka Honey Choco,06-11-2025,4060.61,211,UPI,Afternoon,Tamil Nadu
Van Tuxwell,Australia,Almond Choco,05-09-2025,1836.84,108,UPI,Morning,Victoria
Marney O'Breen,Australia,Milk Bars,23-06-2025,2708.98,335,UPI,Morning,Victoria
Dotty Strutley,UK,Almond Choco,13-03-2025,8189.87,303,UPI,Afternoon,Wales
Gigi Bohling,UK,After Nines,25-03-2025,4205.42,212,Cash,Evening,England
Brien Boise,Australia,Peanut Butter Cubes,14-05-2025,1222.96,333,Cash,Afternoon,Victoria
Roddy Speechley,India,White Choc,11-06-2025,8129.23,378,UPI,Evening,Karnataka
Gigi Bohling,UK,Eclairs,13-12-2025,9147.06,245,Cash,Afternoon,England
Jan Morforth,UK,Drinking Coco,28-12-2025,4120.7,169,UPI,Afternoon,Scotland
Van Tuxwell,India,Orange Choco,03-12-2025,5910.73,306,Cash,Afternoon,Karnataka
Madelene Upcott,UK,Peanut Butter Cubes,02-09-2025,9724.22,360,Cash,Afternoon,Scotland
Jehu Rudeforth,UK,Almond Choco,21-09-2025,3547.19,137,Cash,Morning,Wales
Camilla Castle,India,Raspberry Choco,07-02-2025,9995.4,257,Cash,Afternoon,Tamil Nadu
Wilone O'Kielt,UK,Milk Bars,10-08-2025,8809.06,379,Cash,Afternoon,Wales
Madelene Upcott,UK,Raspberry Choco,14-03-2025,8476.07,86,Cash,Afternoon,Scotland
Roddy Speechley,India,Milk Bars,05-04-2025,13844.2,186,Cash,Morning,Tamil Nadu
Oby Sorrel,Australia,Smooth Sliky Salty,28-08-2025,12007.45,145,Cash,Evening,New South Wales
Rafaelita Blaksland,Australia,85% Dark Bars,23-11-2025,6155.58,206,Card,Afternoon,Victoria
Roddy Speechley,UK,Manuka Honey Choco,15-09-2025,13292.75,91,UPI,Morning,Scotland
Curtice Advani,Australia,Drinking Coco,10-09-2025,6853.65,176,Cash,Evening,New South Wales
Gunar Cockshoot,India,Fruit & Nut Bars,13-06-2025,14763.72,317,Cash,Afternoon,Karnataka
Beverie Moffet,India,Fruit & Nut Bars,08-06-2025,10033.7,288,Card,Evening,Karnataka
Wilone O'Kielt,Australia,After Nines,13-06-2025,14901.45,352,UPI,Afternoon,Victoria
Kelci Walkden,Australia,Milk Bars,05-12-2025,7843.32,308,Cash,Evening,New South Wales
Camilla Castle,UK,Orange Choco,28-07-2025,1033.49,106,Card,Afternoon,Wales
Curtice Advani,Australia,Orange Choco,25-06-2025,2209.99,136,Cash,Morning,Victoria
Rafaelita Blaksland,UK,Fruit & Nut Bars,25-12-2025,8306.39,63,Cash,Morning,England
Roddy Speechley,UK,Organic Choco Syrup,01-05-2025,8551.08,223,Cash,Evening,Scotland
Jehu Rudeforth,Australia,Spicy Special Slims,28-06-2025,4411.48,314,Card,Evening,Queensland
Van Tuxwell,UK,Drinking Coco,01-04-2025,9667.13,308,UPI,Evening,Scotland
Oby Sorrel,India,Smooth Sliky Salty,25-09-2025,12083.88,147,Cash,Morning,Karnataka
Kelci Walkden,UK,Mint Chip Choco,31-10-2025,12319.56,127,Cash,Evening,Scotland
Husein Augar,India,Organic Choco Syrup,29-07-2025,7874.09,353,UPI,Evening,Karnataka
Brien Boise,India,50% Dark Bites,24-06-2025,10823.97,114,Cash,Evening,Karnataka
Beverie Moffet,India,70% Dark Bites,24-06-2025,12108.64,281,UPI,Afternoon,Tamil Nadu
Barr Faughny,Australia,Orange Choco,17-05-2025,3764.91,346,Card,Evening,Victoria
Curtice Advani,UK,85% Dark Bars,22-08-2025,10529.15,374,Cash,Morning,England
Brien Boise,Australia,Orange Choco,15-06-2025,3613.08,96,Cash,Afternoon,Victoria
Roddy Speechley,India,Drinking Coco,16-06-2025,10504.42,179,Card,Evening,Karnataka
Madelene Upcott,UK,Smooth Sliky Salty,03-02-2025,3526.71,221,Cash,Afternoon,Scotland
Jehu Rudeforth,UK,Choco Coated Almonds,03-04-2025,4883.89,149,Cash,Evening,Wales
Beverie Moffet,India,Almond Choco,16-06-2025,7773.3,146,Card,Evening,Maharashtra
Beverie Moffet,Australia,White Choc,18-10-2025,12500.53,51,Card,Afternoon,Queensland
Gigi Bohling,Australia,White Choc,07-12-2025,2769.61,163,Card,Evening,Queensland
Dotty Strutley,UK,Eclairs,08-02-2025,4353.38,50,UPI,Morning,England
Dennison Crosswaite,Australia,White Choc,29-12-2025,4271.73,323,UPI,Afternoon,New South Wales
Jehu Rudeforth,India,Caramel Stuffed Bars,15-02-2025,14943.94,159,Cash,Morning,Tamil Nadu
Jehu Rudeforth,Australia,70% Dark Bites,11-07-2025,3339.0,152,Card,Evening,Queensland
Camilla Castle,Australia,99% Dark & Pure,14-12-2025,4488.83,360,Card,Morning,New South Wales
Dennison Crosswaite,Australia,99% Dark & Pure,08-08-2025,13369.76,251,Card,Evening,New South Wales
Jehu Rudeforth,India,After Nines,17-03-2025,6836.56,141,UPI,Morning,Maharashtra
Andria Kimpton,India,Milk Bars,17-12-2025,9863.63,225,UPI,Afternoon,Maharashtra
Kaine Padly,India,Manuka Honey Choco,31-08-2025,5420.37,126,UPI,Morning,Maharashtra
Brien Boise,UK,70% Dark Bites,02-06-2025,7452.97,267,UPI,Afternoon,Wales
Jan Morforth,Australia,Caramel Stuffed Bars,26-02-2025,9185.35,207,Card,Morning,Queensland
Gunar Cockshoot,India,70% Dark Bites,20-01-2025,10867.5,209,UPI,Morning,Karnataka
Brien Boise,India,Drinking Coco,12-12-2025,12370.53,306,UPI,Evening,Maharashtra
Gunar Cockshoot,India,Almond Choco,24-06-2025,6959.69,87,Card,Evening,Karnataka
Curtice Advani,India,Almond Choco,19-07-2025,11987.74,333,Card,Evening,Maharashtra
Kelci Walkden,UK,Spicy Special Slims,27-01-2025,8452.94,158,Cash,Afternoon,England
Brien Boise,UK,Peanut Butter Cubes,26-11-2025,3202.67,130,UPI,Morning,Wales
Gunar Cockshoot,Australia,Almond Choco,12-08-2025,12737.03,182,Cash,Morning,Queensland
Madelene Upcott,UK,After Nines,25-01-2025,10391.68,123,Cash,Afternoon,Wales
Brien Boise,Australia,Milk Bars,19-05-2025,14545.79,109,Card,Evening,Victoria
Barr Faughny,Australia,After Nines,05-03-2025,2224.2,176,Card,Afternoon,New South Wales
Gigi Bohling,India,After Nines,05-10-2025,1591.35,114,Card,Afternoon,Maharashtra
Camilla Castle,India,Mint Chip Choco,10-12-2025,3107.77,273,UPI,Afternoon,Karnataka
Mallorie Waber,UK,50% Dark Bites,06-04-2025,9685.76,186,Cash,Afternoon,Wales
Mallorie Waber,UK,Eclairs,24-06-2025,4785.21,144,Card,Morning,Scotland
Van Tuxwell,Australia,85% Dark Bars,26-10-2025,3001.58,305,UPI,Evening,Victoria
Husein Augar,Australia,50% Dark Bites,03-07-2025,3709.54,364,Cash,Afternoon,Victoria
Van Tuxwell,UK,Baker's Choco Chips,17-02-2025,9246.84,330,Cash,Afternoon,England
Kaine Padly,UK,Fruit & Nut Bars,04-08-2025,7490.11,372,Cash,Morning,England
Van Tuxwell,UK,After Nines,09-07-2025,5102.22,294,Cash,Evening,Scotland
Kelci Walkden,Australia,Orange Choco,04-09-2025,6978.42,354,UPI,Evening,Victoria
Barr Faughny,UK,85% Dark Bars,05-11-2025,9591.11,157,Cash,Evening,Wales
Ches Bonnell,India,Eclairs,06-02-2025,12374.46,59,UPI,Morning,Maharashtra
Kelci Walkden,Australia,Orange Choco,18-11-2025,4157.34,64,Cash,Morning,New South Wales
Madelene Upcott,India,After Nines,13-01-2025,3828.19,384,Cash,Evening,Maharashtra
Van Tuxwell,Australia,Caramel Stuffed Bars,01-05-2025,11409.7,80,Cash,Afternoon,Queensland
Wilone O'Kielt,Australia,Smooth Sliky Salty,21-08-2025,14802.01,126,Card,Morning,Queensland
Brien Boise,UK,Eclairs,25-11-2025,1169.98,189,Cash,Afternoon,Scotland
Karlen McCaffrey,India,99% Dark & Pure,02-10-2025,5217.35,115,UPI,Morning,Maharashtra
Roddy Speechley,Australia,Orange Choco,04-02-2025,14044.44,301,Card,Evening,Queensland
Gigi Bohling,UK,Choco Coated Almonds,04-05-2025,10244.2,389,Card,Evening,Wales
Brien Boise,Australia,85% Dark Bars,24-05-2025,4375.42,351,Card,Afternoon,Victoria
Beverie Moffet,India,Smooth Sliky Salty,17-06-2025,11401.44,291,UPI,Evening,Tamil Nadu
Beverie Moffet,Australia,Raspberry Choco,25-07-2025,12822.38,50,Card,Evening,New South Wales
Jehu Rudeforth,India,White Choc,19-04-2025,1075.84,176,UPI,Afternoon,Karnataka
Brien Boise,UK,Mint Chip Choco,05-12-2025,2785.71,375,UPI,Evening,England
Jan Morforth,UK,White Choc,05-06-2025,11607.25,250,UPI,Morning,England
Kelci Walkden,Australia,Spicy Special Slims,23-03-2025,3033.98,238,UPI,Morning,Queensland
Brien Boise,India,Caramel Stuffed Bars,08-04-2025,8373.62,311,UPI,Evening,Maharashtra
Oby Sorrel,Australia,Choco Coated Almonds,25-05-2025,4106.19,375,Cash,Evening,New South Wales
Beverie Moffet,India,Baker's Choco Chips,07-05-2025,2108.98,377,UPI,Afternoon,Karnataka
Van Tuxwell,Australia,Fruit & Nut Bars,10-08-2025,9958.41,148,Cash,Morning,Victoria
Brien Boise,Australia,Choco Coated Almonds,10-01-2025,10059.81,67,Card,Evening,New South Wales
Jehu Rudeforth,UK,Raspberry Choco,12-05-2025,2481.98,399,UPI,Afternoon,Wales
Husein Augar,Australia,Manuka Honey Choco,10-01-2025,5067.15,54,Cash,Morning,Victoria
Dennison Crosswaite,India,Organic Choco Syrup,20-01-2025,10739.35,396,Card,Evening,Maharashtra
Ches Bonnell,Australia,Mint Chip Choco,19-08-2025,13237.12,155,UPI,Morning,Queensland
Kaine Padly,UK,Smooth Sliky Salty,10-12-2025,3420.14,143,UPI,Afternoon,Wales
Beverie Moffet,UK,Drinking Coco,08-01-2025,14090.83,314,Card,Morning,England
Madelene Upcott,Australia,Mint Chip Choco,17-12-2025,11350.86,170,Card,Morning,Victoria
Barr Faughny,Australia,85% Dark Bars,29-07-2025,2733.04,275,UPI,Afternoon,New South Wales
Kelci Walkden,UK,Baker's Choco Chips,23-02-2025,13713.94,301,Card,Morning,England
Husein Augar,Australia,After Nines,17-01-2025,5437.98,120,UPI,Afternoon,Queensland
Curtice Advani,India,After Nines,14-07-2025,4737.44,95,Card,Morning,Maharashtra
Gunar Cockshoot,Australia,Eclairs,20-04-2025,13895.68,70,Card,Morning,Victoria
Madelene Upcott,UK,Choco Coated Almonds,19-12-2025,8966.03,358,Card,Evening,England
Andria Kimpton,Australia,Milk Bars,04-03-2025,9226.99,308,Card,Morning,Victoria
Camilla Castle,Australia,Raspberry Choco,10-01-2025,13590.95,127,UPI,Morning,Queensland
Jehu Rudeforth,Australia,99% Dark & Pure,12-04-2025,2873.73,158,UPI,Morning,Queensland
Karlen McCaffrey,Australia,Milk Bars,02-07-2025,7661.64,104,UPI,Afternoon,Victoria
Kaine Padly,India,Caramel Stuffed Bars,01-03-2025,7841.33,146,Card,Afternoon,Tamil Nadu
Jan Morforth,India,Baker's Choco Chips,13-02-2025,7746.35,258,UPI,Morning,Maharashtra
Ches Bonnell,UK,Smooth Sliky Salty,11-03-2025,2404.59,389,Card,Morning,England
Van Tuxwell,India,Spicy Special Slims,12-06-2025,3294.46,154,UPI,Evening,Maharashtra
Kaine Padly,India,Fruit & Nut Bars,25-09-2025,2773.99,349,Card,Morning,Tamil Nadu
Camilla Castle,UK,Organic Choco Syrup,04-08-2025,5197.55,148,Cash,Afternoon,Scotland
Wilone O'Kielt,India,Choco Coated Almonds,28-11-2025,1267.41,353,Cash,Morning,Maharashtra
Barr Faughny,UK,Smooth Sliky Salty,07-02-2025,6142.25,247,Cash,Afternoon,England
Karlen McCaffrey,Australia,70% Dark Bites,05-08-2025,3664.04,211,UPI,Morning,New South Wales
Curtice Advani,India,Caramel Stuffed Bars,01-01-2025,6537.29,86,Cash,Morning,Karnataka
Mallorie Waber,India,99% Dark & Pure,30-01-2025,12340.41,399,Card,Morning,Karnataka
Gunar Cockshoot,Australia,After Nines,27-09-2025,12094.45,291,Cash,Evening,Victoria
Beverie Moffet,India,Spicy Special Slims,06-09-2025,3015.24,171,Card,Morning,Karnataka
Andria Kimpton,India,Mint Chip Choco,23-03-2025,1703.2,60,Cash,Afternoon,Karnataka
Jan Morforth,Australia,Smooth Sliky Salty,04-12-2025,11178.62,158,Cash,Morning,New South Wales
Madelene Upcott,UK,Drinking Coco,17-04-2025,8893.96,159,Cash,Morning,Scotland
Madelene Upcott,Australia,Fruit & Nut Bars,09-04-2025,1515.94,78,Card,Morning,Victoria
Marney O'Breen,Australia,Spicy Special Slims,09-07-2025,3041.2,237,Card,Evening,Victoria
Jehu Rudeforth,UK,Orange Choco,05-04-2025,10130.84,85,Card,Morning,Scotland
Andria Kimpton,India,Smooth Sliky Salty,27-08-2025,1494.41,332,UPI,Morning,Maharashtra
Husein Augar,Australia,Organic Choco Syrup,28-07-2025,11397.33,139,UPI,Evening,Victoria
Karlen McCaffrey,UK,Fruit & Nut Bars,07-06-2025,9538.03,54,UPI,Evening,Wales
Husein Augar,UK,Caramel Stuffed Bars,24-08-2025,9956.62,89,Cash,Afternoon,Scotland
Brien Boise,Australia,Orange Choco,19-08-2025,2793.9,77,Card,Afternoon,New South Wales
Wilone O'Kielt,India,Spicy Special Slims,14-12-2025,10816.69,97,Card,Morning,Maharashtra
Dennison Crosswaite,UK,Spicy Special Slims,12-01-2025,12089.81,98,UPI,Afternoon,Scotland
Mallorie Waber,India,Baker's Choco Chips,26-08-2025,8370.72,258,UPI,Evening,Karnataka
Gunar Cockshoot,Australia,Milk Bars,02-10-2025,2212.46,153,Cash,Evening,New South Wales
Karlen McCaffrey,India,After Nines,07-05-2025,2241.47,103,UPI,Morning,Maharashtra
Oby Sorrel,UK,Choco Coated Almonds,02-08-2025,3018.11,260,Card,Afternoon,England
Marney O'Breen,Australia,Baker's Choco Chips,19-12-2025,12384.81,117,UPI,Afternoon,Queensland
Brien Boise,Australia,After Nines,28-01-2025,13871.08,336,Card,Afternoon,New South Wales
Mallorie Waber,Australia,85% Dark Bars,07-07-2025,14649.72,382,UPI,Afternoon,Queensland
Karlen McCaffrey,Australia,Orange Choco,23-04-2025,13598.68,52,UPI,Afternoon,Queensland
Ches Bonnell,Australia,Choco Coated Almonds,15-06-2025,12940.17,136,Cash,Evening,Victoria
Gigi Bohling,Australia,Mint Chip Choco,25-02-2025,5976.8,202,Card,Evening,New South Wales
Husein Augar,India,Choco Coated Almonds,11-05-2025,7563.91,167,Card,Afternoon,Karnataka
Karlen McCaffrey,Australia,After Nines,16-03-2025,13774.39,232,UPI,Afternoon,Queensland
Gunar Cockshoot,Australia,Smooth Sliky Salty,10-09-2025,4337.47,182,Cash,Evening,Queensland
Ches Bonnell,UK,Milk Bars,26-12-2025,11128.27,252,UPI,Morning,Wales
